store_id,week_start,policy,demand,sold,lost_units,ending_stock,ordered,holding_cost,stockout_cost,revenue,factor,capacity_multiplier
CA_1,2016-03-28,Rule of thumb,15318.0,12676.5,2641.5,2051.5,14728.0,98.79955045461654,2086.535783959712,31925.164940446615,1.0,1.0
CA_1,2016-04-04,Rule of thumb,16078.0,13078.925344093856,2999.074655906146,1649.0746559061458,12676.5,81.94429161734531,2237.393430757933,33051.31328748385,1.0,1.0
CA_1,2016-04-11,Rule of thumb,14891.0,12666.592392765531,2224.407607234468,2061.407607234467,13078.925344093854,97.47137941004752,1755.4839081911955,32269.36264036,1.0,1.0
CA_1,2016-04-18,Rule of thumb,15342.0,12655.813656015958,2686.1863439840413,2072.1863439840413,12666.592392765535,96.17419406768514,2146.9235468980783,32278.90812657372,1.0,1.0
CA_1,2016-04-25,Rule of thumb,15560.0,12673.853312900243,2886.1466870997556,2054.146687099755,12655.813656015958,94.02756037421145,2167.144318240179,32407.029848370734,1.0,1.0
CA_1,2016-05-02,Rule of thumb,16586.0,12846.759071468532,3739.240928531468,1881.2409285314684,12673.853312900244,87.69332082058251,2918.8350689089434,32700.838299571853,1.0,1.0
CA_1,2016-05-09,Rule of thumb,17114.0,13085.642674789819,4028.357325210181,1642.3573252101799,12846.759071468532,80.98929596241739,3072.7492247225973,33263.998252882135,1.0,1.0
CA_1,2016-05-16,Rule of thumb,16739.0,13074.139499841836,3664.8605001581636,1653.8605001581636,13085.64267478982,81.16043274529261,2738.290087873123,33282.230639317364,1.0,1.0
CA_1,2016-05-23,Rule of thumb,15914.0,12708.362212755328,3205.637787244672,2019.6377872446703,13074.139499841836,111.09018840777715,2468.9469559318686,31662.193918628916,1.0,1.0
CA_1,2016-05-30,Rule of thumb,17326.0,12487.045615822686,4838.954384177313,2240.9543841773143,12708.362212755332,144.51785143788265,3213.7445153865237,29940.518284011872,1.0,1.0
CA_1,2016-06-06,Rule of thumb,16447.0,11912.637235574668,4534.362764425332,2815.3627644253306,12487.045615822684,174.2657856172808,2917.393815754935,28357.959678800526,1.0,1.0
CA_1,2016-06-13,Rule of thumb,15703.0,11813.765892711552,3889.234107288449,2914.234107288449,11912.63723557467,180.9610104912809,2858.4954923000423,27387.034568332234,1.0,1.0
CA_2,2016-03-28,Rule of thumb,13982.0,11020.0,2962.0,1605.0,12625.0,67.52071438231638,2405.147998384493,27338.309950739145,1.0,1.0
CA_2,2016-04-04,Rule of thumb,14026.0,11129.691586838817,2896.3084131611827,1495.308413161183,11020.0,55.72515990536144,2419.7244091091907,28160.641922934257,1.0,1.0
CA_2,2016-04-11,Rule of thumb,13354.0,10895.457178065531,2458.542821934469,1729.5428219344674,11129.691586838817,72.46684800095402,1881.8384177613168,27613.692384990652,1.0,1.0
CA_2,2016-04-18,Rule of thumb,13787.0,10993.707542973181,2793.2924570268206,1631.292457026821,10895.457178065533,66.51917101302756,2181.740910519417,27934.348831501848,1.0,1.0
CA_2,2016-04-25,Rule of thumb,13713.0,10684.257916801502,3028.742083198498,1940.742083198498,10993.70754297318,83.51085944929451,2431.9495074204397,27259.355871799322,1.0,1.0
CA_2,2016-05-02,Rule of thumb,14097.0,10884.802057076586,3212.197942923415,1740.1979429234152,10684.257916801502,76.01840304059246,2503.5785148321647,27690.755366481797,1.0,1.0
CA_2,2016-05-09,Rule of thumb,14330.0,11029.780697394166,3300.219302605834,1595.219302605833,10884.802057076584,63.43438849496313,2589.424129826573,28266.23047251113,1.0,1.0
CA_2,2016-05-16,Rule of thumb,14992.0,11257.939361911729,3734.060638088269,1367.0606380882673,11029.780697394166,56.86566464952722,2937.9378845290826,28664.403683696695,1.0,1.0
CA_2,2016-05-23,Rule of thumb,14922.0,10934.10903305012,3987.8909669498807,1690.8909669498817,11257.939361911733,80.16855884624071,2838.1745410942513,27628.435302868515,1.0,1.0
CA_2,2016-05-30,Rule of thumb,16183.0,10954.344183223944,5228.655816776057,1670.6558167760545,10934.109033050117,101.38089073214401,3434.1442694015714,26422.042421676248,1.0,1.0
CA_2,2016-06-06,Rule of thumb,15360.0,10329.613029967964,5030.386970032034,2295.3869700320342,10954.344183223944,142.5940871489808,3026.597717541534,24515.599522306547,1.0,1.0
CA_2,2016-06-13,Rule of thumb,14503.0,10257.137108280536,4245.862891719464,2367.8628917194637,10329.613029967966,143.6628536512326,2792.6085552906025,23830.670539307914,1.0,1.0
CA_3,2016-03-28,Rule of thumb,20003.0,17609.75,2393.25,3487.5,21097.25,159.04405034508028,1914.821892068216,42606.497405009606,1.0,1.0
CA_3,2016-04-04,Rule of thumb,21877.0,18182.0,3695.0,2731.0,17425.5,121.4100356740611,2718.9443552536623,44729.21777570248,1.0,1.0
CA_3,2016-04-11,Rule of thumb,20212.0,17579.566898296915,2632.4331017030854,3517.683101703085,18366.25,149.70911391838854,2047.998953637698,43941.945297667655,1.0,1.0
CA_3,2016-04-18,Rule of thumb,19207.0,17125.284796611653,2081.7152033883485,3971.965203388348,17579.566898296915,170.61026278191736,1726.4837209839814,42827.68989914588,1.0,1.0
CA_3,2016-04-25,Rule of thumb,18634.0,16566.259632559646,2067.740367440352,4530.990367440352,17125.284796611653,197.9571859048657,1682.9441999698984,41466.577347721504,1.0,1.0
CA_3,2016-05-02,Rule of thumb,19547.0,17169.213768566242,2377.7862314337585,3920.3725721307515,16558.59597325664,170.16875969724907,1946.2350394957002,42968.41694415707,1.0,1.0
CA_3,2016-05-09,Rule of thumb,19934.0,17087.4697357814,2846.5302642185975,3457.0721490137703,16624.169312664424,149.39354804829827,2379.013647953016,42915.515907066496,1.0,1.0
CA_3,2016-05-16,Rule of thumb,19252.0,16720.021508142825,2531.9784918571763,3775.8396196274375,17038.788978756493,179.45800227905275,1752.1043469644035,41610.46213119015,1.0,1.0
CA_3,2016-05-23,Rule of thumb,19322.0,16518.67054316712,2803.3294568328783,3923.4190764603154,16666.25,198.34989544147624,1854.2423609349532,40281.203509024504,1.0,1.0
CA_3,2016-05-30,Rule of thumb,21019.0,16640.25,4378.75,3913.205675776785,16630.036599316467,234.3053304648109,3013.199679542439,38308.85819007669,1.0,1.0
CA_3,2016-06-06,Rule of thumb,21211.0,16239.833626914311,4971.166373085689,4309.872048862474,16636.5,258.09531137953957,2848.0070796740006,37267.48308483364,1.0,1.0
CA_3,2016-06-13,Rule of thumb,18399.0,15779.28280923872,2619.7171907612774,5317.967190761277,16787.37795113752,287.5213607223195,1839.476790004766,35937.78927061739,1.0,1.0
CA_4,2016-03-28,Rule of thumb,7788.0,6354.5,1433.5,1528.5,7883.0,77.28621414418731,1098.0848599504147,16320.11998654902,1.0,1.0
CA_4,2016-04-04,Rule of thumb,8100.0,6529.723345983802,1570.2766540161979,1353.2766540161979,6354.5,59.52470765874766,1374.7513115820148,17229.61561968601,1.0,1.0
CA_4,2016-04-11,Rule of thumb,7719.0,6309.671987162579,1409.3280128374206,1573.3280128374222,6529.7233459838035,73.06585310607116,1103.46882564733,16641.57342507836,1.0,1.0
CA_4,2016-04-18,Rule of thumb,8561.0,6618.801886636087,1942.1981133639124,1264.1981133639124,6309.671987162577,57.90236096320709,1658.5157889460993,17349.6940001217,1.0,1.0
CA_4,2016-04-25,Rule of thumb,8103.0,6554.657726046833,1548.3422739531666,1328.3422739531657,6618.801886636087,61.96878465644839,1262.5965765789163,17418.19185507652,1.0,1.0
CA_4,2016-05-02,Rule of thumb,8048.0,6424.001991502062,1623.9980084979381,1458.9980084979384,6554.657726046835,72.02242650405906,1306.1266395729604,17093.491649832387,1.0,1.0
CA_4,2016-05-09,Rule of thumb,8671.0,6698.567470411054,1972.4325295889455,1184.432529588946,6424.001991502062,60.52903026026307,1478.9953006578887,17657.12707676898,1.0,1.0
CA_4,2016-05-16,Rule of thumb,8531.0,6720.299327270312,1810.7006727296884,1162.700672729688,6698.567470411053,62.732498985600635,1342.5517348556837,17522.59182410752,1.0,1.0
CA_4,2016-05-23,Rule of thumb,8402.0,6636.867767758682,1765.1322322413187,1246.1322322413175,6720.299327270312,65.04984689160648,1354.8506333890039,17262.50976460806,1.0,1.0
CA_4,2016-05-30,Rule of thumb,8988.0,6480.783171124091,2507.2168288759103,1402.2168288759094,6636.867767758682,84.46559192053292,1741.0480137812604,16134.796596849128,1.0,1.0
CA_4,2016-06-06,Rule of thumb,8393.0,6230.94840162328,2162.051598376721,1652.0515983767204,6480.783171124091,101.57626222643515,1484.431529948301,15189.599193985356,1.0,1.0
CA_4,2016-06-13,Rule of thumb,8101.0,6149.884217337967,1951.1157826620324,1733.115782662033,6230.948401623279,101.31576923653873,1446.2716613578382,15050.231598242262,1.0,1.0
CA_1,2016-03-28,ML point,15318.0,12866.017969590837,2451.9820304091636,1861.9820304091654,14728.000000000004,87.88821750820527,1875.949191837005,32627.120247522307,1.1,1.0
CA_1,2016-04-04,ML point,16078.0,13071.306165873335,3006.693834126665,1656.693834126663,12866.017969590832,84.57201412702102,2293.837331325213,32863.16695225958,1.1,1.0
CA_1,2016-04-11,ML point,14891.0,12768.26500929835,2122.734990701652,1959.7349907016505,13071.306165873335,88.54515275533379,1698.9212498992679,32457.90483466642,1.1,1.0
CA_1,2016-04-18,ML point,15342.0,12836.835180904347,2505.164819095653,1891.1648190956523,12768.265009298348,89.60421190612414,2021.9866937232712,32695.364303823084,1.1,1.0
CA_1,2016-04-25,ML point,15560.0,12897.153270264884,2662.8467297351153,1830.8467297351137,12836.835180904345,85.19775151378812,1979.7200993236952,33031.77724475902,1.1,1.0
CA_1,2016-05-02,ML point,16586.0,13033.26856601949,3552.7314339805107,1694.7314339805107,12897.153270264887,82.0066027122036,2821.4435384638737,33025.47673438875,1.1,1.0
CA_1,2016-05-09,ML point,17114.0,13215.618797173422,3898.3812028265793,1512.3812028265797,13033.26856601949,75.81445590820367,2904.5213976987843,33824.757676294845,1.1,1.0
CA_1,2016-05-16,ML point,16739.0,12971.397035445352,3767.6029645546478,1756.6029645546464,13215.618797173418,90.2124881488995,2823.238073453711,32999.07068738207,1.1,1.0
CA_1,2016-05-23,ML point,15914.0,12764.42102613493,3149.578973865069,1963.57897386507,12971.397035445354,112.4320504656699,2431.4432671777195,31787.206214476082,1.1,1.0
CA_1,2016-05-30,ML point,17326.0,12303.29803586973,5022.70196413027,2424.7019641302677,12764.421026134929,158.40410419103998,3385.2890703290154,29368.703100870232,1.1,1.0
CA_1,2016-06-06,ML point,16447.0,11848.88865411915,4598.111345880849,2879.111345880847,12303.298035869731,178.6630015665633,3267.319048743733,27191.54223550453,1.1,1.0
CA_1,2016-06-13,ML point,15703.0,11838.390124138004,3864.609875861994,2889.6098758619946,11848.888654119153,169.3457006805844,2817.187051519264,27524.72937093483,1.1,1.0
CA_2,2016-03-28,ML point,13982.0,11158.48856396831,2823.5114360316893,1466.5114360316888,12625.0,64.32655005653612,2297.450268119222,27697.30238495671,1.1,1.0
CA_2,2016-04-04,ML point,14026.0,11267.388312064857,2758.611687935142,1357.6116879351414,11158.48856396831,56.62299968263998,2295.652021448718,28574.216548469165,1.1,1.0
CA_2,2016-04-11,ML point,13354.0,11008.956272804244,2345.0437271957558,1616.043727195756,11267.388312064859,73.52206651606178,1775.934583395308,27966.705166210686,1.1,1.0
CA_2,2016-04-18,ML point,13787.0,11176.118335080168,2610.8816649198325,1448.8816649198325,11008.956272804244,66.46329461093306,2096.7270692194884,28217.728302501604,1.1,1.0
CA_2,2016-04-25,ML point,13713.0,10910.56123014212,2802.438769857878,1714.4387698578787,11176.11833508017,76.4182065693949,2303.4164996825048,27687.79923092578,1.1,1.0
CA_2,2016-05-02,ML point,14097.0,11164.970641807471,2932.029358192528,1460.0293581925257,10910.561230142119,69.73532146645779,2358.720891748192,28173.61411009504,1.1,1.0
CA_2,2016-05-09,ML point,14330.0,11266.981544895094,3063.018455104907,1358.0184551049074,11164.970641807475,58.90211982256377,2429.824079358519,28798.230640737977,1.1,1.0
CA_2,2016-05-16,ML point,14992.0,11438.102258878793,3553.897741121207,1186.897741121208,11266.981544895094,55.40810777469373,2817.098412591654,29067.20192348812,1.1,1.0
CA_2,2016-05-23,ML point,14922.0,11190.10541674522,3731.8945832547784,1434.89458325478,11438.102258878793,74.28798796247551,2709.9295774608054,28055.91851498,1.1,1.0
CA_2,2016-05-30,ML point,16183.0,10929.668563033596,5253.331436966404,1695.331436966404,11190.10541674522,103.52736602967295,3496.6121465818796,26213.816164408552,1.1,1.0
CA_2,2016-06-06,ML point,15360.0,10481.102094787599,4878.8979052124005,2143.8979052123996,10929.668563033596,132.84825225153597,3287.9277020786853,23644.499573849374,1.1,1.0
CA_2,2016-06-13,ML point,14503.0,10452.485096000384,4050.5149039996163,2172.5149039996168,10481.102094787602,129.10067836491825,2817.699238907186,23747.034927252636,1.1,1.0
CA_3,2016-03-28,ML point,20003.0,17798.938836541325,2204.061163458673,3298.3111634586735,21097.25,164.1049541140279,1622.7084879486965,43580.20875207467,1.1,1.0
CA_3,2016-04-04,ML point,21877.0,18701.600176262342,3175.399823737662,2395.64982373766,17798.938836541325,117.9881504610739,2307.2928042580966,46101.38961235437,1.1,1.0
CA_3,2016-04-11,ML point,20212.0,18048.79014545586,2163.2098545441386,3048.4598545441427,18701.600176262342,141.22819616113688,1734.6426486881062,44986.46631416629,1.1,1.0
CA_3,2016-04-18,ML point,19207.0,17398.227323043848,1808.7726769561518,3699.022676956151,18048.790145455856,174.76917238972257,1440.084302570448,43782.35462719099,1.1,1.0
CA_3,2016-04-25,ML point,18634.0,17064.88758659359,1569.112413406407,4032.362413406405,17398.227323043844,188.81521938109492,1279.6794849970747,42810.793064297584,1.1,1.0
CA_3,2016-05-02,ML point,19547.0,17560.26845534683,1986.7315446531677,3536.981544653167,17064.88758659359,169.4005667428878,1641.5082184631533,43984.173014265565,1.1,1.0
CA_3,2016-05-09,ML point,19934.0,17632.505266482694,2301.4947335173065,3464.744733517304,17560.26845534683,166.62712879547976,1768.4784043174022,44950.63338585188,1.1,1.0
CA_3,2016-05-16,ML point,19252.0,17270.98678954754,1981.0132104524582,3826.263210452458,17632.505266482694,211.24620076182538,1250.9128006606907,43281.1006188692,1.1,1.0
